#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
16,"Sve Sto Zaradim","Vlada Matovic,DJ Mateo",23,100,"turbo folk, ","Folk/Acoustic","Sve Sto Zaradim",2017-03-08,03:37,58,89,4,0,51,0,30,-3,E Minor,4,2023-06-26,2K2abw9RvnoNQf1yOnxhUX,"IDJTunes",9A,https://p.scdn.co/mp3-preview/ecadd44eb6f0b72dfa99329476c35505a9344b2c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485109c48711060101cd3b16de61
17,"Червона помада","Alexander Teslenko",35,120,"ukrainian pop","Pop","Червона помада",2023-02-09,02:38,69,76,46,0,55,0,30,-6,C♯/D♭ Minor,4,2023-06-27,6d6Bw6gjrtWX865OI9Q67Q,"Money Gun",12A,https://p.scdn.co/mp3-preview/c67c4f9a97dbbf183c29e4795aeebf5dea7fc695?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485107cb6ba96263033bf604a88d
18,"Моя","Роман Скорпіон",28,128,"ukrainian pop","Pop","Весільні пісні",2020-09-25,03:15,73,87,1,0,64,0,10,-6,G#/A♭ Major,4,2023-06-27,6TV92habUPzzmVU5sFpT2i,"BEST MUSIC",4B,https://p.scdn.co/mp3-preview/68adc37001ae789303a7c25ec2a9dca2ee454d9b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c6287b04386c16ea5dda5ae5
19,"Învață-mă","MIRA",37,174,"romanian pop","Pop","DIVINA",2021-03-12,03:09,64,82,65,0,85,0,10,-3,D#/E♭ Major,4,2023-06-30,6BrfJx1C3zvNyXieaiGfXM,"2021 Cat Music",5B,https://p.scdn.co/mp3-preview/589b92adae2a10168b58e5fafa1652e159f92935?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513c2f3b4c9b87a4c4c47942e5
20,"Ljubavi Moja","Dado Polumenta,Elitni Odredi",42,128,"montenegrin pop, turbo folk","Pop, Folk/Acoustic","Ne Dam Ja Na Tebe",2013,03:35,54,81,25,0,55,0,0,-6,G Minor,4,2023-07-03,5dWiu96KHZpRog8pT8rM3S,"City Records",6A,https://p.scdn.co/mp3-preview/eef9e7642bce341e20525bf726e34649f7c6b602?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bf3fb6d4fe2b56642b6cdc97
21,"Mislis Na Njo","Eva Boto",13,160,"slovenian pop","Pop","Mislis Na Njo",2021-11-19,03:12,61,83,26,0,43,30,10,-6,E Minor,4,2023-07-03,7iwEY3Wfzgg6koA29NdGpb,"Eva Boto OFFICIAL",9A,https://p.scdn.co/mp3-preview/24565340c5cbd4968dac0dc7eaa8e6c14572e265?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514707ae653b7e97cc237635f5
22,"Lumini neon","Amedeo",19,123,"","","Lumini neon",2022-11-16,02:36,74,73,16,0,57,0,20,-6,B Minor,4,2023-07-03,7K0K394FAv2zOxaFVQJKP7,"Roton Music",10A,https://p.scdn.co/mp3-preview/b031eb6ba25775743b9376468a7831cd6fd75cc7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cea115e3e57d93fcf6237311
23,"Fali tren","Nina Todorovic",51,115,"turbo folk","Folk/Acoustic","Fali tren",2021-03-31,02:12,70,77,2,0,49,0,10,-4,A#/B♭ Minor,4,2023-07-03,6t5Ri4y1k9DJ1Y22E8uiQt,"Parabellum Official",3A,https://p.scdn.co/mp3-preview/ca2c6d26c92d75652f018834e5e354060c616453?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485138b019e9a3f794b7397c6030
24,"Svijetli grad","Baskjat",27,81,"balkan drill, balkan trap","Hip Hop","Papillon",2020-11-23,02:38,32,75,16,0,24,10,10,-6,E Minor,4,2023-07-03,5PjkqtrKy58HqLCIcatYam,"Independent",9A,https://p.scdn.co/mp3-preview/fb1836ddd4eb6ef050d6dfcd57b8c1aa492643d2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a92dcfc6dab785bccc8f8e86
25,"Koraci U Noci","Vuk Mob,Voyage,Breskvica",47,128,"turbo folk","Folk/Acoustic","Koraci U Noci",2019-12-12,03:22,87,67,34,0,77,0,10,-5,B Minor,4,2023-07-03,4RqPMTMjyeQkB2EWlW48wn,"IDJTunes",10A,https://p.scdn.co/mp3-preview/de7c08b2c07fd3b2ea5b41ba3b6a4fd5746072d9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f2946af73d42d48b8e007e13
26,"Sam Sam","Popov",25,158,"turbo folk","Folk/Acoustic","Sam Sam",2020-06-15,03:37,65,77,35,0,56,0,10,-5,B Minor,4,2023-07-03,5QGTHGqA1I1S9FGtuI865V,"Generacija Zed",10A,https://p.scdn.co/mp3-preview/814a7b9e2bb779ac7896bf66e3096fdd82b5b1de?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dbd22b63d7a498be1eb1b8c4
27,"Cine Sunt Eu","Iuliana Beregoi",29,93,"romanian pop","Pop","Cine Sunt Eu",2018-11-01,03:21,67,77,54,0,47,0,10,-2,A Major,4,2023-07-06,41pWz88B4xOYzSY8xG2ps7,"Mixton Music",11B,https://p.scdn.co/mp3-preview/fccdf84c21ee625e5b4ae1557dfafba1ea2d3afe?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511090dea6dcb02fc7fb9de0d3
28,"Кайф","MASHA DANILOVA",14,160,"","","Кайф",2023-05-31,02:52,57,68,4,0,32,0,20,-6,F#/G♭ Minor,4,2023-07-07,4n8R95bFiznYUq4JLUvkso,"MASHA DANILOVA",11A,https://p.scdn.co/mp3-preview/bde761b2c48ec3b4a0cab1c7e259868e1cf510ce?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a55487a8397f8f793187b65c
29,"Ханшайым","Alem Band",25,180,"kazakh pop","Pop","Alem Band",2020-09-09,03:44,56,84,9,0,57,0,10,-5,D#/E♭ Minor,4,2023-07-07,5V399vZtQDQRZWvaFXSd1z,"Rain Entertainment",2A,https://p.scdn.co/mp3-preview/07582b799831218f391d3fd898661cea82a1515a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e61483ab7eaf3d78abdf9ba2
30,"Фантом","Sleepy Andy",12,140,"ukrainian hip hop","Hip Hop","Фантом",2021-11-26,03:01,65,57,23,0,35,0,0,-10,D Major,4,2023-07-07,0IuEZXgGo25Ao2kfuE8hSr,"popil.if",10B,https://p.scdn.co/mp3-preview/a0d099e656826e69ae8d7c69937eb4d58d40cc10?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d4202981948e21eb06d1c664
31,"школа любові","vioria,Райчу",31,152,"ukrainian viral pop, ua trap","Hip Hop, Pop","школа любові",2023-05-26,02:24,59,69,12,0,53,0,30,-6,C Major,4,2023-07-07,04PMeJmxpCjdofBRJC5kiK,"Black Beats",8B,https://p.scdn.co/mp3-preview/5c33d2882b42b619b280694dcfb1cbc39e20bb5a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485121bc5f5d09b0ab23394455ef
32,"хеллоу кітті","vioria",29,110,"ukrainian viral pop","Pop","хеллоу кітті",2022-11-04,02:31,74,77,14,0,67,0,60,-5,C Major,4,2023-07-09,6Q1KhYbCSfWwygd51H5PQ5,"Black Beats",8B,https://p.scdn.co/mp3-preview/fb5cc009755040ba851aff59f308329a88dc38bc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512c05e1db269c8962ad9c51e3
33,"Знову","Golubenko",51,115,"ukrainian pop","Pop","Знову",2022-07-06,02:30,80,61,21,0,71,0,10,-6,C♯/D♭ Minor,4,2023-07-07,1EDpJu7WJlZYq0dbAJ7Hkv,"Black Beats",12A,https://p.scdn.co/mp3-preview/3d7420e50a3831fa1260649267bdb4daab1bb2bd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851607dee95ac346c30f6ae673a
34,"Malena","Numen",33,95,"albanian pop","Pop","Malena",2021-08-10,02:38,67,57,76,1,51,10,0,-7,C♯/D♭ Major,4,2023-07-08,57n0dSkc6LSLAcROqArKhs,"Reverse",3B,https://p.scdn.co/mp3-preview/e5bbd4e80ce717fc61ffe665653670eff03212b5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a59f0b324fe686abcae149d3
35,"Зачекай","ОЧІ В ОЧІ",37,110,"ukrainian pop","Pop","Зачекай",2022-11-04,02:39,74,83,31,0,60,10,10,-5,G#/A♭ Minor,4,2023-07-09,4P8a0deTjgpicm194xxdnL,"VINVONA",1A,https://p.scdn.co/mp3-preview/bf2706b1f3087e29862687aaf6b9ef28a9afa635?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518eaf6ccb456257db87fc7373
36,"БОЖЕВОЛІЮ","Pauchek",31,140,"ukrainian pop","Pop","БОЖЕВОЛІЮ",2023-01-11,02:14,60,66,58,0,74,0,10,-7,B Minor,4,2023-07-10,6jk53quUAKWshLPFuOSubv,"GLOVA RECORDS",10A,https://p.scdn.co/mp3-preview/2283f22cfa3cc84c60807e0891f5604f04bcbb82?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485151c3293ef6de94d4d805abed
37,"Da Ili Ne","Krisko",42,94,"bulgarian hip hop, bulgarian pop, chalga","Hip Hop, Pop, New age","Da Ili Ne",2019-06-11,03:21,75,85,57,0,69,0,0,-4,G#/A♭ Minor,4,2023-07-11,2rT6xyUhl3d1rGnvSjnWXz,"Facing The Sun",1A,https://p.scdn.co/mp3-preview/adf906c0766cc781bc1bd60dbd3c8bff6742bc28?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485108c11ecebf1bdedc22edc71e
38,"Злидні","Cresco",15,126,"ukrainian hip hop","Hip Hop","Гештальт",2021-12-01,02:55,50,68,52,0,56,0,10,-8,D#/E♭ Minor,4,2023-07-17,2Mrr9YEOYc8pD667MuZ7GC,"Rolling Wave Records",2A,https://p.scdn.co/mp3-preview/0d9f40c624d5b718157a0109d7405a6c3e5cec80?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519e864f7f7904b4229d0bb62f
39,"Kerek Emes","Kenjebek Nurdolday",38,145,"","","Kerek Emes",2022-03-17,02:34,57,28,43,2,54,0,0,-13,C♯/D♭ Major,4,2023-07-17,5G4UJpAwxAvZ7a4RGpLyDP,"Kenjebek Nurdolday",3B,https://p.scdn.co/mp3-preview/88cad7d8ffc63521c482ca5264cddbae48d20a48?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c382de190696b924d5af358a
40,"Все що не сказав","БетБіт",10,114,"","","Все що не сказав",2023-05-06,02:52,74,75,50,0,70,0,10,-5,G#/A♭ Major,4,2023-07-19,1SBOSSypx95jH7v1kSbO3i,"БетБіт",4B,https://p.scdn.co/mp3-preview/bff2ab44df20a50974756621b26c0181b8ffc44a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a7cedd806025c8f809a5c6ef
41,"Гештальт","Cresco",3,133,"ukrainian hip hop","Hip Hop","Гештальт",2021-12-01,02:41,62,73,39,0,25,0,0,-6,F#/G♭ Minor,4,2023-07-19,7h1XVpkKZrtWX46ViD6Hjg,"Rolling Wave Records",11A,https://p.scdn.co/mp3-preview/f63ab03f17fda80949275683436a7df85f8f4ce6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519e864f7f7904b4229d0bb62f
42,"Весна","Mrzv",27,138,"","","Весна",2023-05-03,02:27,48,43,68,3,24,10,10,-9,E Major,5,2023-07-19,1Ovga4Tgo9tCcD2X5D1k6q,"ObrazcovMusic",12B,https://p.scdn.co/mp3-preview/c68f07ef696b6010d3be40e2a981fff157f8949c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515631929f601e898e097e40b4
43,"Гриміти","Tochi",17,135,"","","Гриміти",2023-03-06,02:12,72,65,18,0,96,0,10,-8,F Minor,4,2023-07-20,4hDLWTwWBthCUrZd17Gg3h,"hitmakers",4A,https://p.scdn.co/mp3-preview/f48240ea06b4453a3aa3d348489e5167e46222ba?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485116abb83a656593dfac89c904
44,"Qansha kun?","Sadraddin",50,108,"kazakh hip hop","Hip Hop","Qansha kun?",2023-07-05,02:46,69,77,16,0,84,0,10,-5,F Minor,4,2023-07-20,0kGOxOKLhO0cbWuyogXRns,"Turan Media",4A,https://p.scdn.co/mp3-preview/6aab73d3be526065d2c6d60d44a729794b3dd77e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a41a7424484f893fd4fe56be
45,"MOMENT","BURLA",39,120,"ukrainian viral pop","Pop","MOMENT",2022-03-04,02:10,88,76,22,0,80,0,10,-8,A Minor,4,2023-07-20,2tkQLIS9QZzlW5yh0fKRBn,"Plan",8A,https://p.scdn.co/mp3-preview/55092a59d36d0402dd3d282addb1d6c5a11d0b36?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ece81de6c2ddf005e2e68597
46,"Adrenalin","DJ Shone,Fox,Vlada Matovic",20,100,"turbo folk, balkan trap","Hip Hop, Folk/Acoustic","Najveci Hitovi 2020 Vol. 1",2021-03-04,02:38,80,90,26,0,24,10,0,-4,G Major,4,2023-07-20,5Iqn7SSt4gIBnvSel9tMYJ,"IDJTunes",9B,https://p.scdn.co/mp3-preview/68e2f2cb276fe40cbeb0f06961dc844374566df4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485151430f4b03fd7c5100275285
47,"полум'я","дитя скорботи,CRUSHGLAD",22,127,"","","полум'я",2023-03-17,02:46,64,48,14,0,21,0,10,-9,F Major,4,2023-07-20,7B8VaNe4OT8Hui9lkpMGHa,"Plan",7B,https://p.scdn.co/mp3-preview/19d4266f7c963e0714b208203f65c04360b6c08b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e900703d838e23f21b13fdf1
48,"Я не проживу без тебе","Ната Лі,ЗАЛІСКО",35,126,"ukrainian pop","Pop","Я не проживу без тебе",2016-08-08,03:34,79,93,13,0,90,0,30,-7,C Minor,4,2023-07-21,7p9sgQHGqpWb3PqINhmBIe,"Gm Digital",5A,https://p.scdn.co/mp3-preview/8fd0baf83d06ac989751ff7e18cbe06fae77b9ba?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d87090f948b68a9a53420bc9
49,"Біла ніч","Voloshyn",34,140,"","","Біла ніч",2023-02-20,02:38,64,65,26,0,42,0,30,-6,E Minor,4,2023-07-21,3NfittgBN1KnP5kHUsJCzx,"Monopoly Music",9A,https://p.scdn.co/mp3-preview/5a10500883935a3b5afdf24de116fcb7f7cac283?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485144db6090297069bba5bef9ca
50,"Taspa - Sped Up","Dosekesh",43,92,"kazakh pop","Pop","Taspa (Sped Up)",2023-05-06,03:20,30,69,20,0,39,0,0,-7,G#/A♭ Major,4,2023-07-21,7AiVR5YHl72TAttrLxFTUj,"õzen",4B,https://p.scdn.co/mp3-preview/a2d1e3c4f94c4de7bcd61549e35e5e65c9a5043f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851817ea809aec10cbab91ce3ba
51,"Сен көріктісің","Amre",21,125,"kazakh pop","Pop","Сен көріктісің",2022-03-02,02:58,77,90,0,0,58,0,0,-5,G#/A♭ Major,4,2023-07-21,04o1zRBDNm4rJVqNrdFbmn,"Turan Media",4B,https://p.scdn.co/mp3-preview/318f1bb983869eb774f8de77cdd71043b2e6a10c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513956cf7bd05cf4d77aaf0c79
52,"Мільярд","ROMARO",28,90,"ukrainian pop","Pop","Мільярд",2022-11-18,02:00,60,71,12,0,80,0,0,-7,A Minor,4,2023-07-23,3IGVZTRP8L75eafPUrAGa5,"A-post",8A,https://p.scdn.co/mp3-preview/ae6e11f82c740b4975c15f3b35635d2c6cf2b836?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a7a74f33a23686165fc5cf8f
53,"Відлига","Джонні Дивний",9,108,"ukrainian hip hop","Hip Hop","Відлига",2018-03-30,03:24,79,89,65,0,47,40,20,-4,F#/G♭ Major,4,2023-07-23,7gWZ7x6Q7H4vnTgbzEjayd,"ГРАЙ",2B,https://p.scdn.co/mp3-preview/34c10179f5ff9300a8fdf0f42e6f6daaac398eef?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a3af7e555905d415a28f2273
54,"Повітряна тривога в криму","Spiv Brativ",25,128,"ukrainian pop","Pop","Повітряна тривога",2022-09-13,01:55,63,51,45,0,49,10,20,-11,E Minor,4,2023-07-23,4K78ZJf24hvY3qogu6Cdfv,"Spiv Brativ",9A,https://p.scdn.co/mp3-preview/a5824007b01b64a2cdc697473b5e797e21299e5f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513c46dcb7dbc053bed5dfb553
55,"Флешбеки (Remix)","REQUITIR",18,130,"","","Флешбеки (Remix)",2022-11-10,02:22,47,87,17,1,34,0,10,-8,A Minor,4,2023-07-31,1mEai78hpQrJO9fvDX5TPj,"Nowell Music",8A,https://p.scdn.co/mp3-preview/db68215824be05ea9b3df2ced00424f1de5e8883?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514fedc9b8091ab0b5b688d8e7
56,"Бідна пташка","Ядерна Могила",28,140,"ukrainian hip hop","Hip Hop","Пропаганда",2020-09-28,02:36,67,84,35,0,28,0,10,-5,G#/A♭ Major,4,2023-07-23,44G3KPoxuf72igY3jt3Fia,"Past Future Jam",4B,https://p.scdn.co/mp3-preview/989ab3ef22214fba9a64f338dd886bdba7a6bfc7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851449c925356cb10b4cbe206f2
57,"Zbog Tebe","Goca R.I.P.",23,92,"croatian hip hop","Hip Hop","Besmrtni",2020-03-21,03:13,68,54,8,0,16,0,40,-9,F#/G♭ Major,4,2023-08-29,7mSASeAS6inDwZpQk25Bcy,"Legacy RH",2B,https://p.scdn.co/mp3-preview/8d4f6226159406b0708bef1d6de7f0d7320ac132?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518a7790c1994a35e4b3aa6bb4
58,"Ako Umrem Mlad","KUKU$",33,160,"balkan trap, croatian hip hop","Hip Hop","X",2023-06-15,02:16,74,59,18,0,53,0,10,-5,C♯/D♭ Minor,4,2023-08-29,2VBV6Zerq7FrIRrtNfCxil,"METROPOLA",12A,https://p.scdn.co/mp3-preview/79748b08f8ed4aa8e3633ea6a58bace73efb447c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485132061ab61a2d9bff1f557b59
59,"Prokleta","77.mp3",25,136,"balkan trap","Hip Hop","Prokleta",2021-03-27,02:40,51,65,1,0,34,0,10,-4,F#/G♭ Major,4,2023-08-29,5D2JWEOYVvN2gIAETsUSRA,"Parabellum Music",2B,https://p.scdn.co/mp3-preview/7e3a75072579d56e85660a56b4c938198a8609ba?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fb248155806bdbd061120578
60,"Takvi kao ja","Relja",45,117,"turbo folk","Folk/Acoustic","Takvi kao ja",2019-06-23,03:37,78,66,2,0,53,10,10,-6,G Minor,4,2023-09-02,74KhFVUIGF3v3xDvzuY0yY,"IDJTunes",6A,https://p.scdn.co/mp3-preview/263e3dc172756ebd78feb4fb9fdedc6a45c548bb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518f3ad3d6f3acefd8604bc290
